income,credit_score,loan_amount,loan_term,employment_years,digital_activity_score,transaction_consistency,default,transaction_count,unusual_transaction_ratio,account_age_days,login_frequency,fraud
111998.6,838,25896.39,106,15.6,0.7863,0.1594,0,207,0.0919,907,26.62,0
63038.65,600,25752.3,328,15.9,0.9966,0.8237,0,5,0.1147,1418,13.92,0
99781.14,549,96095.2,176,11.4,0.7962,0.1134,0,145,0.0247,2118,24.84,0
124366.18,756,51246.45,163,26.9,0.1925,0.5139,0,86,0.9716,3168,16.6,1
28511.34,518,87170.33,229,25.1,0.2056,0.8287,0,223,0.6466,296,22.66,1
79699.28,639,8599.2,49,1.6,0.7942,0.5581,0,117,0.911,1670,12.25,1
76293.25,317,42002.68,72,16.0,0.6414,0.6183,0,300,0.0455,3475,3.11,0
33797.62,608,62623.75,156,23.0,0.4377,0.3951,0,243,0.1563,901,4.96,0
123673.0,602,96212.76,85,8.9,0.887,0.9654,0,192,0.9574,46,17.05,1
36020.57,305,59408.27,213,16.1,0.947,0.3047,0,177,0.2117,2646,25.69,1
43919.05,558,23460.99,104,20.1,0.5673,0.0544,0,282,0.4613,2252,3.12,0
52589.39,502,73930.98,261,28.5,0.3571,0.6713,1,146,0.6195,793,10.22,1
100124.52,613,70878.52,90,17.0,0.3645,0.3163,0,3,0.3132,3219,7.42,0
76696.13,668,17759.05,181,26.3,0.4628,0.3587,0,283,0.1088,2645,18.59,0
131632.78,443,89673.22,112,7.9,0.8863,0.0765,1,10,0.8496,2588,1.9,1
72667.48,517,91098.84,294,7.8,0.894,0.5397,0,77,0.3658,915,26.85,0
131431.34,437,49146.61,273,2.7,0.3639,0.0106,1,85,0.7572,575,13.94,1
143332.54,449,74912.38,259,28.2,0.0404,0.7615,1,136,0.3694,176,20.39,0
122889.86,697,49619.05,244,26.4,0.0399,0.6485,1,267,0.6336,1121,25.21,1
90765.51,478,40782.66,205,11.0,0.6533,0.8355,0,193,0.9727,913,15.97,1
132803.52,798,80302.46,321,0.2,0.882,0.4399,0,264,0.6435,867,5.36,1
98262.64,421,67805.42,224,24.3,0.7203,0.4815,0,108,0.5908,2652,25.17,1
25608.76,464,17798.78,274,1.2,0.5723,0.0559,1,93,0.5166,1661,18.38,0
22420.6,590,94989.12,122,13.5,0.9928,0.8673,1,211,0.6008,3255,17.9,0
101017.53,823,30129.47,187,27.7,0.5965,0.0688,0,68,0.1086,829,16.16,0
108967.82,453,62523.55,102,14.3,0.6147,0.039,0,258,0.7524,382,14.98,1
98451.7,301,90212.05,359,19.5,0.522,0.3704,1,272,0.429,3287,14.98,0
65567.32,400,45421.49,142,14.3,0.2325,0.8591,1,279,0.4086,775,1.16,0
20924.83,835,16193.72,15,11.3,0.2054,0.8043,0,55,0.1548,2669,17.98,1
89693.64,674,63128.66,360,11.9,0.2037,0.5521,0,92,0.3702,2273,15.03,0
95094.65,707,74899.33,349,3.6,0.2298,0.7831,0,52,0.2145,1641,23.8,0
99823.3,353,20270.11,337,0.2,0.0911,0.1453,0,223,0.0881,1078,7.43,1
24908.19,693,93415.07,217,18.4,0.521,0.7116,0,90,0.6403,1799,1.31,0
140998.6,830,32170.62,29,23.5,0.5105,0.6984,0,19,0.3597,2683,1.01,1
149586.23,709,38547.13,214,12.2,0.2003,0.0154,0,47,0.5496,2975,25.06,0
65252.38,583,26498.07,111,13.6,0.404,0.0047,1,260,0.1065,297,15.59,0
35211.17,825,95887.39,287,24.4,0.5749,0.6942,0,289,0.4836,997,22.97,0
79650.3,771,90169.76,26,14.5,0.2578,0.3827,0,113,0.6769,942,24.2,1
65902.51,848,5923.7,146,7.4,0.093,0.6737,0,39,0.5546,732,14.82,1
136261.11,575,22364.52,109,15.0,0.1997,0.7354,0,106,0.2292,3420,8.24,0
40279.42,409,16388.46,52,20.3,0.6634,0.6138,0,278,0.958,3474,14.99,1
84004.25,581,51626.51,273,8.4,0.2221,0.5767,1,217,0.4783,2215,1.94,1
131852.02,478,48433.62,73,20.9,0.4601,0.6892,1,108,0.3794,413,10.44,0
53761.1,569,27528.22,253,28.8,0.3431,0.1839,0,215,0.7007,1525,11.59,1
78594.77,434,98030.88,129,24.4,0.7208,0.8041,0,196,0.1961,3277,28.82,1
124736.89,480,45044.46,80,29.9,0.8494,0.517,0,250,0.3,2303,25.9,1
32866.72,467,10703.46,142,14.3,0.6299,0.4499,1,185,0.3603,2284,28.02,1
22578.59,424,38353.6,359,28.9,0.199,0.5759,0,90,0.9794,1166,11.3,1
83374.19,757,89515.08,207,18.4,0.4638,0.9566,0,173,0.4218,2509,17.58,0
29274.73,465,37644.42,172,9.5,0.2914,0.2675,0,139,0.8877,3199,26.02,1
96299.57,761,44328.96,106,25.6,0.125,0.2346,0,41,0.2106,1627,3.99,1
134229.83,355,7504.67,215,15.7,0.996,0.1039,0,44,0.6548,3627,12.31,1
115887.12,753,64515.67,79,15.8,0.1706,0.0352,0,167,0.8642,1914,29.27,1
55413.88,755,17835.92,288,5.3,0.5976,0.631,0,289,0.435,2621,19.55,1
65131.88,532,81447.24,238,9.2,0.4122,0.1557,1,268,0.8154,3474,4.95,1
89562.86,803,94960.96,256,9.0,0.7659,0.798,0,4,0.5482,773,12.94,0
71317.77,467,72919.11,342,11.7,0.3784,0.263,0,123,0.5166,3277,27.39,0
109003.24,591,66603.42,284,24.3,0.4129,0.8535,1,149,0.1104,1866,18.91,1
100957.99,492,35461.15,89,1.5,0.535,0.1859,1,138,0.125,1796,22.09,1
39588.88,805,25632.87,227,9.3,0.7995,0.998,0,17,0.3302,3456,22.77,1
54645.47,701,11781.55,252,5.4,0.8957,0.2501,0,7,0.122,3147,21.73,0
146746.39,553,75073.81,29,6.0,0.7353,0.094,0,107,0.4728,2792,28.88,0
40619.49,343,75748.83,293,15.6,0.2533,0.6385,1,27,0.8637,893,29.22,1
76441.01,315,20899.23,153,17.5,0.3958,0.2431,0,298,0.7835,1947,20.96,1
120203.61,554,19981.35,58,20.6,0.3384,0.9697,0,31,0.0598,2641,5.46,0
33960.92,799,27104.09,297,23.7,0.7567,0.8055,0,99,0.0214,1548,11.39,1
136826.2,796,72129.47,298,8.8,0.697,0.1898,0,179,0.3237,1919,8.98,0
138881.62,464,11543.28,91,13.5,0.8194,0.5416,0,260,0.379,760,26.61,0
67329.78,544,35465.94,44,19.7,0.539,0.3875,0,255,0.7657,632,18.78,1
103317.51,413,14144.35,349,2.0,0.8352,0.1298,0,104,0.1071,785,3.86,0
128718.94,801,54953.03,314,7.7,0.3664,0.606,0,107,0.6557,3645,25.13,1
103059.17,669,58011.89,224,24.7,0.7942,0.0583,0,271,0.0407,289,25.2,1
48067.01,831,14226.33,130,15.9,0.1895,0.5262,0,92,0.5584,2287,13.04,1
103021.16,666,69076.79,352,12.8,0.1041,0.7925,0,259,0.3375,648,16.48,0
141357.6,622,57257.73,178,25.3,0.4123,0.6332,0,166,0.6084,2307,16.82,1
91531.03,560,39200.81,243,13.4,0.3971,0.7263,0,9,0.5176,3647,9.75,1
48845.27,622,7061.63,153,27.6,0.5113,0.5707,0,49,0.0377,1457,5.53,0
135651.3,555,27134.44,165,2.8,0.3998,0.9179,0,167,0.7929,709,15.16,0
111370.23,397,61546.96,165,1.1,0.8083,0.3815,0,172,0.3479,3348,13.59,0
35670.27,532,76029.47,320,27.9,0.6339,0.6322,1,269,0.0412,2212,17.38,0
110709.92,456,9799.38,213,29.1,0.7528,0.5753,1,222,0.2898,1616,5.29,0
81861.11,350,57074.48,146,2.6,0.5018,0.7738,1,70,0.4809,812,15.15,0
45492.91,836,28393.35,48,8.0,0.4301,0.6847,0,58,0.6717,1735,11.59,1
64788.24,324,78119.72,98,29.6,0.6162,0.9902,0,75,0.4405,3352,7.77,0
40278.86,387,15675.32,39,7.3,0.621,0.1477,0,148,0.0137,2842,24.32,0
81254.74,639,24855.91,287,6.4,0.5464,0.7504,0,73,0.6951,2738,1.53,0
106258.68,344,29268.35,42,8.5,0.7892,0.618,1,5,0.0666,2705,8.87,0
105813.05,410,6812.44,344,11.6,0.9798,0.5085,0,162,0.4847,2446,16.42,1
85084.61,768,58265.32,23,1.2,0.9223,0.3049,0,81,0.0184,2803,11.21,0
50706.62,813,31208.44,43,18.8,0.8787,0.8904,0,16,0.9441,1148,7.54,1
71070.06,440,13340.53,207,15.6,0.678,0.8727,0,214,0.2404,626,13.37,1
98697.96,759,56512.21,117,19.6,0.581,0.684,0,71,0.309,2889,27.06,0
75908.36,448,67342.02,301,27.5,0.3175,0.5573,0,61,0.1841,3439,26.51,0
119506.55,723,96313.64,167,13.3,0.9338,0.8941,0,141,0.152,770,4.1,1
119118.17,573,62532.43,325,6.9,0.2322,0.6874,0,245,0.1341,3466,18.54,0
68614.72,696,51687.33,82,4.9,0.2263,0.4086,0,139,0.9502,912,22.53,0
118510.96,367,21822.43,236,26.0,0.4899,0.3249,0,127,0.4276,3180,2.21,0
69448.64,620,42444.32,304,17.8,0.5252,0.8758,0,267,0.1093,1872,24.98,1
149458.73,831,56097.57,32,16.7,0.5161,0.6306,0,150,0.4396,3623,9.83,0
79975.13,732,32969.87,39,20.7,0.9037,0.4636,0,47,0.7226,464,6.21,0
136262.64,438,42341.34,177,13.5,0.1789,0.5903,0,104,0.8825,370,8.25,0
137931.12,467,73245.6,75,2.7,0.7062,0.6341,1,197,0.7269,2096,18.75,1
91544.97,344,77984.73,183,17.0,0.6595,0.1501,0,92,0.7692,211,13.17,1
119921.95,756,32434.15,104,3.5,0.1316,0.2029,0,130,0.0122,2039,25.81,0
20747.57,805,27598.44,313,19.8,0.4537,0.4419,0,4,0.2447,2242,9.07,0
126615.78,512,9647.29,87,1.7,0.349,0.1454,1,296,0.838,1223,10.6,1
34155.39,482,20326.85,157,18.3,0.6915,0.595,0,91,0.9663,3070,17.79,0
32106.42,606,35668.08,206,24.6,0.7584,0.8433,1,242,0.1345,2846,25.92,1
73788.53,514,71103.8,325,1.7,0.5714,0.9793,0,45,0.4837,2821,18.54,0
111884.73,737,62840.24,174,7.8,0.5751,0.6232,0,289,0.4964,2987,19.32,1
43387.94,538,72315.77,111,0.0,0.024,0.6255,1,107,0.7996,1699,13.01,1
92854.02,517,6073.24,115,20.7,0.2544,0.0678,0,282,0.3239,26,4.3,0
71486.41,329,84044.06,111,9.9,0.3379,0.6725,0,19,0.6457,1973,5.51,1
132479.17,643,48934.66,223,27.8,0.056,0.5211,0,162,0.5552,77,7.04,0
123939.59,662,11290.24,88,8.4,0.0312,0.9836,0,85,0.571,1596,6.43,1
121704.71,615,72000.29,173,21.3,0.2715,0.0868,0,191,0.4519,1240,7.27,1
34590.07,338,78890.09,59,13.3,0.0249,0.4827,0,98,0.3401,1981,22.24,0
120819.32,446,78100.73,62,24.7,0.938,0.6767,1,19,0.4594,2924,26.08,1
60427.57,345,70269.97,316,26.2,0.3333,0.8892,1,160,0.0225,3107,10.05,0
61714.45,497,32223.9,284,9.6,0.4411,0.1177,1,141,0.1145,2552,17.23,1
90528.73,626,30749.95,157,17.2,0.1713,0.3114,0,277,0.4436,533,1.84,0
26559.28,692,10110.99,230,11.8,0.7047,0.8913,0,229,0.6163,1280,10.64,1
118592.33,846,12461.83,250,17.0,0.0929,0.8024,0,50,0.4556,2804,19.69,0
81170.96,529,18653.56,327,7.7,0.3634,0.1834,0,170,0.7888,3615,10.42,1
28497.48,415,38386.88,248,25.4,0.2823,0.3486,0,261,0.1029,3349,21.71,1
92299.48,372,80280.94,284,13.8,0.5905,0.2386,1,82,0.9739,1573,2.92,1
110227.78,741,79509.83,234,17.0,0.3422,0.6941,0,40,0.7394,2916,17.65,1
96981.21,774,35910.92,61,24.7,0.1762,0.9559,1,56,0.6855,2443,23.37,1
84258.37,362,13600.64,83,26.6,0.9033,0.6361,1,76,0.6609,1856,16.41,1
95131.08,500,24537.86,174,9.0,0.7943,0.6796,0,223,0.7178,1411,29.72,1
99493.8,822,43398.75,77,25.6,0.0624,0.9011,0,1,0.7034,3362,29.38,1
56687.2,331,27347.91,314,11.8,0.3181,0.3828,1,280,0.2112,711,14.77,1
69997.36,668,84796.46,90,8.7,0.8727,0.1255,1,9,0.144,3625,15.11,0
148728.29,386,18035.93,224,25.8,0.8936,0.6954,0,93,0.4544,1738,17.01,1
66189.94,490,45353.33,15,17.3,0.8468,0.2367,0,211,0.9266,2361,11.64,0
93859.45,677,15750.62,258,28.9,0.0801,0.7302,0,144,0.4649,321,16.18,0
51880.07,379,69987.03,288,23.9,0.3125,0.0528,1,6,0.4689,2100,27.28,0
63096.82,661,96255.22,162,8.7,0.0353,0.9229,0,289,0.2604,2578,14.72,1
26710.59,598,81845.1,331,0.8,0.4848,0.1268,1,143,0.2521,2523,9.15,0
21846.39,414,62363.05,314,22.2,0.6592,0.3698,1,121,0.4849,3275,16.29,1
147929.32,448,61576.69,90,25.1,0.7528,0.4129,0,226,0.726,686,7.11,0
64859.84,570,76770.97,71,1.6,0.464,0.4762,0,273,0.2337,2800,21.46,0
38869.48,745,6126.99,241,11.5,0.3157,0.5303,0,50,0.9177,2611,11.26,0
99363.12,579,36821.9,148,24.1,0.2553,0.5842,0,124,0.7343,2412,23.34,1
108103.36,484,34760.63,17,20.2,0.8317,0.012,1,54,0.6855,1440,7.36,1
45100.34,324,63842.74,41,28.2,0.6566,0.8355,0,63,0.7081,492,3.51,0
68874.6,489,90120.15,106,7.6,0.467,0.9362,0,142,0.7694,2836,27.2,0
62042.54,465,79169.47,153,23.3,0.3828,0.3327,1,136,0.1779,285,15.26,0
99339.25,482,66320.9,67,4.3,0.7687,0.2184,0,227,0.7154,424,2.01,1
114580.87,756,6782.66,266,4.5,0.6403,0.9329,0,137,0.1516,1351,27.23,0
86999.79,802,50423.25,218,25.3,0.7809,0.7854,0,2,0.3844,2824,24.72,1
93741.71,667,36676.77,167,12.0,0.6323,0.9588,1,274,0.8533,1393,3.33,1
119646.05,507,21778.74,32,29.0,0.6607,0.2989,0,55,0.6306,1472,15.11,0
76937.89,494,18294.58,110,0.8,0.9964,0.2385,0,277,0.6434,2047,16.48,0
78409.95,316,8519.05,40,10.1,0.721,0.4055,1,268,0.4584,2778,26.24,1
116336.69,538,92857.5,30,22.1,0.4889,0.0191,0,24,0.2427,2658,4.79,1
26494.54,614,82970.23,61,13.7,0.1707,0.591,0,55,0.1142,2438,24.18,1
124578.96,736,37047.6,359,12.1,0.1208,0.6841,0,165,0.8364,3249,7.18,1
42548.19,364,16470.82,84,22.7,0.1681,0.3699,1,125,0.9257,167,4.87,0
102185.3,685,78877.86,20,26.4,0.0807,0.0072,0,146,0.4162,3308,23.97,1
36496.01,446,65783.44,279,13.5,0.2393,0.1745,0,93,0.7172,2507,28.56,1
121735.79,656,44784.66,297,7.1,0.1175,0.5302,1,186,0.8627,2211,15.72,1
101440.35,513,31260.53,111,3.4,0.1492,0.8438,0,255,0.1763,2745,27.76,1
67345.1,514,46293.81,183,18.5,0.8901,0.4531,1,27,0.9249,721,5.58,1
86937.48,372,90032.52,239,17.8,0.326,0.1988,0,167,0.2301,452,10.46,1
115907.22,504,40675.58,124,2.2,0.5851,0.0543,0,111,0.9279,1864,6.16,1
79506.23,498,65042.01,150,6.1,0.1272,0.6922,1,70,0.1111,1907,14.3,1
64664.88,602,62345.42,338,28.6,0.9056,0.5781,0,118,0.0865,3511,16.13,0
48137.54,784,84513.96,154,0.4,0.4281,0.8726,0,223,0.5795,2424,28.44,0
136772.73,727,98117.48,32,29.7,0.7335,0.5042,0,202,0.4793,3269,21.2,1
84387.06,385,58056.26,18,20.8,0.4066,0.218,1,123,0.6476,372,1.46,0
41034.37,770,86502.6,310,0.7,0.4548,0.7718,0,208,0.1849,3570,11.74,0
102342.3,372,41563.53,182,15.9,0.2966,0.7529,0,278,0.5752,849,23.84,1
134510.14,356,53899.97,357,10.9,0.0516,0.383,0,21,0.3656,718,19.8,0
92898.57,509,18148.55,183,7.2,0.1136,0.4785,0,298,0.8711,2879,7.08,0
49306.84,661,90303.64,269,20.4,0.2771,0.0634,0,249,0.5015,3398,4.56,0
108180.08,845,90447.86,243,18.6,0.7999,0.9454,0,34,0.1884,3621,14.28,1
136732.96,595,96034.37,51,3.3,0.2759,0.6971,0,105,0.5207,2570,1.66,1
108712.44,435,50020.97,227,13.3,0.6447,0.2915,1,119,0.8349,2129,19.7,1
64563.02,634,51184.1,352,20.9,0.8419,0.4453,0,68,0.8983,1256,5.98,1
82951.6,595,78126.23,36,4.5,0.2844,0.9562,0,83,0.7118,1169,6.29,1
112054.45,457,20319.2,71,1.2,0.3166,0.1265,1,95,0.2052,2897,2.01,0
64700.11,681,47600.76,95,16.0,0.1215,0.0249,0,75,0.9478,1312,5.53,0
90998.93,819,36471.66,163,14.2,0.2898,0.944,0,294,0.6669,3276,17.39,0
77473.72,415,74505.85,32,4.2,0.551,0.3081,0,113,0.446,379,10.46,0
45369.47,839,26103.67,154,5.9,0.0836,0.8495,0,45,0.9758,1616,6.64,1
98660.12,357,91302.46,196,11.9,0.716,0.4276,0,7,0.2847,1440,9.93,0
92934.29,520,74146.07,239,22.2,0.4156,0.4425,1,218,0.7286,1697,5.05,0
31190.14,512,33806.96,280,29.6,0.0661,0.9601,0,46,0.0066,2617,27.52,0
92255.8,440,23929.47,207,8.7,0.4906,0.8228,1,300,0.3039,2291,22.46,1
122858.54,457,29954.32,339,25.0,0.4725,0.6538,0,214,0.1794,2818,19.7,1
119413.39,804,99461.63,46,18.0,0.3618,0.4805,0,133,0.628,1950,29.25,0
68516.29,317,85301.61,95,17.4,0.1461,0.461,0,183,0.1633,1117,11.47,0
144170.33,349,32536.34,283,19.2,0.0768,0.1938,0,49,0.5988,685,16.77,0
127486.86,608,30788.6,197,2.9,0.58,0.8233,1,266,0.2814,3190,15.06,1
138402.44,404,25698.24,269,6.6,0.1884,0.8971,0,270,0.8461,2919,16.98,0
34815.68,771,92022.96,71,24.6,0.9234,0.4795,0,186,0.139,1811,26.8,0
119266.64,650,21359.68,167,0.9,0.8146,0.2224,0,73,0.688,1260,4.63,1
30218.65,414,12384.85,259,22.7,0.0425,0.1078,0,263,0.5932,1922,4.45,1
28612.16,310,76682.28,75,27.6,0.2054,0.9012,1,180,0.0293,597,25.53,0
143342.91,656,38459.31,268,23.4,0.613,0.5049,1,297,0.7632,2167,7.29,1
56641.38,850,5411.25,62,27.7,0.9205,0.8513,0,95,0.4397,440,6.24,1
69349.96,519,53853.85,220,3.4,0.9846,0.1236,1,70,0.4958,1480,21.44,0
25279.11,635,51902.72,209,8.5,0.6004,0.312,0,228,0.2259,1669,9.43,0
44542.05,371,90001.69,255,28.2,0.3674,0.0128,0,54,0.3964,2141,20.1,1
38637.78,710,71028.53,64,22.2,0.8924,0.1687,0,102,0.3386,2437,25.48,1
50273.05,734,73894.05,154,22.9,0.766,0.5936,0,205,0.3561,2731,18.49,1
82989.27,585,19000.54,244,3.2,0.2507,0.4973,0,69,0.0297,3023,2.53,1
108153.97,483,41350.13,359,9.8,0.3028,0.6232,0,267,0.7676,3248,14.51,1
84726.88,816,29858.2,187,24.3,0.5405,0.0177,0,221,0.8801,488,12.13,1
68923.75,770,8418.21,102,16.7,0.8604,0.303,0,252,0.4307,1280,21.76,1
34219.66,802,67707.47,288,17.2,0.4759,0.8544,0,201,0.2634,2421,29.16,0
65859.29,591,35445.86,26,17.7,0.1282,0.3664,0,299,0.0269,2561,10.9,1
64868.59,665,44133.31,40,19.8,0.2476,0.6481,0,34,0.8689,469,10.79,1
62395.19,771,67487.94,228,17.0,0.9014,0.2666,0,12,0.9858,1548,17.54,1
32704.34,800,14505.38,357,6.2,0.4967,0.8115,0,86,0.6148,1489,29.11,1
102607.75,377,84836.15,286,6.4,0.2652,0.2973,0,116,0.6246,377,21.81,1
96942.41,579,11390.63,283,14.3,0.2097,0.7957,0,155,0.5046,1229,13.55,0
46010.01,711,28870.16,275,13.6,0.7634,0.1806,1,265,0.8627,2363,15.48,1
127108.04,778,30453.92,338,16.0,0.6144,0.7691,0,290,0.7266,246,16.15,1
39206.68,454,75911.18,165,25.3,0.4103,0.8602,0,105,0.846,1094,24.89,1
53338.06,541,43557.26,70,4.5,0.0277,0.797,1,249,0.5598,1787,13.24,0
46258.77,579,17960.91,144,23.7,0.2778,0.5507,0,22,0.9638,1991,23.68,1
136545.71,621,62151.98,44,27.0,0.407,0.3634,0,47,0.3969,3440,22.0,1
34551.21,812,93628.87,279,19.9,0.5804,0.7751,0,255,0.8846,976,18.39,0
60743.34,699,81554.95,132,28.1,0.218,0.1068,0,141,0.4395,1042,26.02,1
89351.1,415,35066.54,228,14.2,0.2463,0.2777,0,75,0.363,2932,11.66,1
103901.69,335,84939.93,351,24.0,0.0547,0.9175,0,130,0.5527,1267,19.53,0
137410.42,424,55816.52,133,25.7,0.3885,0.9098,0,131,0.3009,3370,22.94,1
131724.18,464,92009.63,335,9.5,0.8122,0.6444,0,141,0.8664,3372,23.6,1
115802.46,640,73151.67,63,24.7,0.6985,0.5063,0,281,0.7378,1857,21.16,0
103378.46,488,64864.85,340,4.1,0.4007,0.6283,0,43,0.1108,1023,15.97,0
127980.78,433,85461.24,222,23.8,0.3194,0.4784,0,134,0.1735,2430,24.98,0
45826.28,724,39921.96,213,26.3,0.9448,0.8843,0,12,0.9231,2651,18.75,1
31566.95,773,23835.29,98,1.5,0.618,0.6004,1,189,0.1701,2324,4.4,0
76570.64,764,83589.46,265,3.6,0.7136,0.1905,0,137,0.288,2025,12.08,0
46858.77,520,99544.71,156,21.8,0.1894,0.1804,0,15,0.2902,1073,7.83,0
52281.33,769,13145.17,252,4.0,0.3232,0.693,0,197,0.7085,3016,18.32,1
92410.0,353,36621.94,132,14.1,0.3543,0.6064,0,24,0.0054,2067,18.97,0
71310.59,679,17562.63,298,1.2,0.1794,0.1699,0,174,0.8779,541,3.6,0
76280.86,566,16100.0,34,29.4,0.4992,0.9734,0,185,0.9262,1159,27.18,1
127846.59,570,54112.41,235,26.8,0.3155,0.9946,0,78,0.5557,2693,19.46,1
44559.59,355,26836.75,30,14.1,0.1636,0.4671,1,254,0.0408,1461,29.68,0
79508.76,415,85354.64,87,3.7,0.0936,0.8682,1,87,0.7499,3370,8.91,0
96138.06,304,54971.46,304,5.4,0.9204,0.2462,0,49,0.8874,107,9.24,0
35858.82,682,61082.16,66,25.1,0.1538,0.0811,0,246,0.4541,1104,18.23,1
146070.17,763,35866.97,303,3.9,0.8633,0.8016,0,29,0.7438,2242,28.61,1
71851.6,482,27807.61,216,2.7,0.8523,0.1629,0,146,0.6472,2680,5.47,1
124143.05,617,90854.76,320,3.9,0.6655,0.8321,0,251,0.4454,1590,14.82,0
74999.18,732,82044.46,326,5.6,0.6307,0.0929,0,238,0.6764,2653,20.9,1
84391.89,837,12977.16,251,13.1,0.9072,0.4776,0,66,0.6843,1231,25.4,1
58412.61,348,57344.46,35,15.4,0.5107,0.413,0,292,0.8128,1456,8.39,1
85447.79,416,75349.04,248,5.4,0.1822,0.393,1,153,0.3139,2966,14.19,0
101095.35,571,37426.77,107,6.3,0.0782,0.9822,0,55,0.4338,74,1.17,1
42325.6,788,48715.49,219,26.1,0.9658,0.6019,0,185,0.6907,2828,20.58,0
31392.57,438,6318.21,69,24.5,0.696,0.1882,1,247,0.6486,2662,8.01,0
131564.62,495,13178.89,249,4.4,0.4219,0.1165,0,228,0.9639,1932,1.57,1
51541.85,601,59095.89,212,1.5,0.0079,0.6304,0,213,0.8486,3020,17.78,0
149873.43,337,51312.17,260,15.4,0.7246,0.9353,0,250,0.2319,249,16.32,0
61060.52,365,30445.64,343,12.5,0.4733,0.4948,0,178,0.4483,1787,1.6,1
44986.17,652,46620.52,271,6.6,0.9091,0.3392,0,240,0.1312,1202,21.97,0
74191.94,668,80617.4,94,18.7,0.2825,0.7493,0,67,0.1733,641,18.57,1
74077.97,805,33846.93,119,16.7,0.9993,0.3588,0,82,0.1747,3521,26.94,1
28276.53,740,15827.08,128,3.6,0.2241,0.2578,0,182,0.7694,3155,26.45,1
39653.19,827,62407.5,65,21.2,0.9266,0.4378,0,57,0.9747,3202,18.71,1
143159.85,342,53194.04,97,18.9,0.8709,0.911,1,150,0.7082,3122,15.67,0
32908.25,672,36787.71,82,3.7,0.2019,0.9696,0,4,0.2453,3315,14.74,1
42264.03,572,40381.45,224,10.8,0.665,0.1516,0,216,0.7872,566,24.25,1
73210.21,769,95424.85,276,23.8,0.3618,0.0298,1,6,0.7176,2120,28.37,1
60924.59,468,46236.87,213,22.8,0.6602,0.6415,0,30,0.9777,2922,24.17,0
146445.95,729,43190.27,360,21.0,0.8735,0.7216,0,177,0.0079,1146,27.11,0
39092.04,713,47387.96,117,26.6,0.6244,0.6182,0,177,0.8877,3202,19.81,0
134526.71,386,8512.17,183,11.7,0.7189,0.8799,0,277,0.2839,381,15.84,1
64292.15,463,7225.07,288,17.8,0.2413,0.7742,0,259,0.1104,246,25.41,1
85974.92,426,9534.62,345,28.2,0.4487,0.5724,1,174,0.983,3299,22.63,1
112904.13,846,85227.1,131,10.5,0.2845,0.7848,0,72,0.7144,2129,22.39,1
87138.74,497,83170.06,196,13.6,0.1466,0.4257,0,48,0.0622,3640,4.77,0
30149.45,838,43261.6,298,15.6,0.3948,0.2637,0,217,0.9965,2823,28.0,1
146525.42,466,18712.89,77,14.5,0.4577,0.968,0,271,0.1181,871,14.21,1
40389.16,678,92561.25,72,18.0,0.4086,0.1209,0,21,0.5228,483,11.77,0
59423.81,797,7657.89,85,4.3,0.5896,0.0487,0,146,0.2156,3356,22.45,1
91179.85,369,87690.52,225,14.4,0.3097,0.4524,1,194,0.4752,2950,25.18,1
38007.9,771,77359.48,353,13.5,0.8663,0.3252,0,210,0.3872,1620,10.83,1
107157.7,753,74911.72,342,2.7,0.1656,0.0248,0,159,0.561,508,19.67,1
144171.88,354,95942.82,279,5.7,0.4758,0.8969,1,273,0.1797,78,8.97,1
127859.77,754,13041.55,285,18.2,0.4018,0.045,0,12,0.34,740,13.03,0
61259.72,563,13647.38,62,16.3,0.2854,0.1827,0,79,0.3068,1669,20.68,1
144946.03,485,7581.26,41,8.9,0.0987,0.1425,0,133,0.3755,3391,27.09,1
51150.99,542,51833.05,270,11.6,0.1151,0.0606,0,209,0.0655,119,12.82,0
135200.27,575,57637.15,312,20.3,0.2463,0.5547,0,156,0.5682,1827,3.43,0
46449.4,445,40464.0,98,23.5,0.5375,0.4238,0,232,0.0418,3329,14.47,0
57602.43,471,5051.58,258,8.2,0.2509,0.68,0,109,0.5852,2091,9.16,1
89431.61,371,33560.64,214,21.0,0.8305,0.7251,0,222,0.2109,2068,28.77,1
108673.13,650,65341.14,243,8.2,0.6623,0.3216,0,169,0.0159,2834,4.88,0
99142.28,304,90637.27,356,5.2,0.5558,0.6965,0,202,0.5381,3225,26.42,0
90024.41,755,68863.36,192,29.2,0.3764,0.6013,0,5,0.1248,1518,28.15,0
48797.7,320,77049.99,360,27.6,0.3578,0.09,0,156,0.8084,906,7.79,1
67189.89,587,51819.6,322,6.3,0.1961,0.8211,0,143,0.5691,2024,5.94,1
116045.93,479,11209.26,77,22.4,0.1274,0.9336,0,268,0.7289,1124,6.56,0
148953.68,845,63373.37,360,16.8,0.4539,0.9379,0,27,0.8539,1324,13.54,0
55624.63,830,49325.74,197,15.5,0.0435,0.7212,1,216,0.5324,1296,1.15,1
30635.16,325,99075.14,127,29.3,0.4238,0.0744,1,85,0.3292,258,19.15,1
82395.63,324,61290.42,332,28.1,0.8405,0.2472,0,175,0.8325,3366,10.67,0
142661.19,749,77589.36,332,13.4,0.1248,0.9745,0,194,0.3133,3473,21.11,0
28060.29,752,10204.94,324,18.8,0.0658,0.6776,0,151,0.8499,1646,3.78,0
50304.56,310,48074.07,249,23.9,0.8799,0.6192,1,14,0.4541,1345,18.05,1
